"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-02 22:00:00","2016-10-02 23:10:00","OC Coder Board Mtg + meet with GWC teacher","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-03 06:00:00","2016-10-03 06:35:00","Send our GWC2 email finish resetting forms sent our Scratch participant registration announcement","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-04 00:00:00","2016-10-04 00:05:00","Reply to parent emails and Eric Lee","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-05 00:00:00","2016-10-05 00:15:00","Open registration monitor registration to remove duplicate responses sent out confirmation email","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-08 02:00:00","2016-10-08 02:10:00","Sent out waitlist email add person on wait list to class tell Kimberly to make sign in sheets","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-08 23:00:00","2016-10-08 23:30:00","Supervise Scratch Lv1 Class","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-09 03:00:00","2016-10-09 03:30:00","Update the website fix links etc.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-09 20:30:00","2016-10-09 21:30:00","resolve 2nd GWC volunteer issues; sent emails to Sherry and Matthew with updates; emailed Sophie about volunteers; emailed Hannah Jenny Jerry","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-11 03:30:00","2016-10-11 04:30:00","Wrote an email to Mrs. Castrey and Mr. Stevens about Tech Tutor hours and computer lab","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-06 00:35:00","2016-10-06 03:05:00","OC Science's Santiago Science Night (teaching lava lamp)","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-05 12:30:00","2016-10-05 15:05:00","Santiago Science Night Volunteer Lava Lamp teaching","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-10 20:00:00","2016-10-10 21:00:00","update website home page dept pages news about us pages etc; test Joomla slideshow extensions","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-12 20:30:00","2016-10-12 21:00:00","review minutes","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-12 22:30:00","2016-10-13 01:30:00","A.G. Currie Middle School Science Stations","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-14 04:00:00","2016-10-14 05:00:00","coordinate GWC tshirt purchase","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-15 00:10:00","2016-10-15 02:45:00"," Fun Science Night ","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-15 04:00:00","2016-10-15 05:00:00","write agenda and make minutes for board mtg","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-15 10:25:00","2016-10-15 12:45:00","Science Fun Night","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 06:05:00","2016-10-16 06:15:00","Update hours for 10/15 Scratch attendance on sign-in sheet and main log","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-10 03:00:00","2016-10-10 03:35:00","Edit/update & send out email for Week 1 Home Exercises close waitlist form and email the one person that signed up the day after the first class for some reason email parents directly about no-show and about MFS policy responding to misc. emails.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-15 00:00:00","2016-10-15 01:00:00","Send out reminder email for participants and volunteers email Joseph about teaching reply to Joseph and give materials and info modify sign in sheet with the dropped volunteers write/revise blurbs for MFS Newsletter reply to misc emails","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-15 23:00:00","2016-10-16 01:00:00","Supervise and co-teach Scratch Lv2 Class (extra time added for prep before class at home)","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 21:00:00","2016-10-16 22:00:00","Board meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 21:00:00","2016-10-16 22:00:00","board mtg","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-11 23:00:00","2016-10-12 00:00:00","Inputted Hours for september senior center ","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 20:00:00","2016-10-16 20:30:00","prep for board mtg","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 22:00:00","2016-10-16 23:00:00","Board Meeting 10/16. Taking meeting minutes","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 22:00:00","2016-10-16 23:00:00","Weekly Board Meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 22:00:00","2016-10-16 23:00:00","Board Meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 22:00:00","2016-10-16 23:00:00","Board Meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 17:00:00","2016-10-16 17:30:00","Contacting Sage researching other schools for HoC emailing GWC participants about Fall Hackathon","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-17 05:00:00","2016-10-17 06:00:00","Sent emails to those who never turned in volunteer packets...","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-10-14 01:00:00","2016-10-14 03:00:00","Math Fun Night Dry Run","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-20 05:00:00","2016-10-20 05:35:00","Sent an email to Mrs. Aboud regarding senior center and created a zip file for the senior center forms","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-17 04:00:00","2016-10-17 04:30:00","Send out Lv2 home exercises coordinate with Nitya for teaching Lv3 talk about logistics for fall hackathon send out events for the week to Ms. Zei","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-22 04:00:00","2016-10-22 04:15:00","Send out reminder email to participants and volunteers replying to misc. emails","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-23 16:00:00","2016-10-23 19:00:00","Fall Scratch Hackathon (Printing room signs + Hackathon 10-12)","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-16 17:00:00","2016-10-16 19:00:00","Fall Scratch Hackathon Planning + Dry Run ","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-26 22:30:00","2016-10-26 23:30:00","THINK Together Mentorship for A.G. Currie Middle School","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-28 05:50:00","2016-10-28 06:20:00","Send out reminder email for scratch participants and volunteers write to Jason Yu about the teaching situation figure out what's going on with the GWC t-shirts","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-28 22:15:00","2016-10-28 22:30:00","email Joy from Bezaworks with new GWC tshirt order","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-01 19:20:00","2016-10-01 22:15:00","GWC A Mtg 13","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-02 22:00:00","2016-10-02 23:00:00","Board Meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-08 00:30:00","2016-10-08 02:45:00","GWC B Mtg 1","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-15 00:30:00","2016-10-15 02:45:00","GWC B Mtg 2","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-15 19:30:00","2016-10-15 22:15:00","GWC A Mtg 15","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-22 00:00:00","2016-10-22 02:45:00","GWC B Mtg 3","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2015-10-15 00:00:00","2015-10-15 02:30:00","I taught the children the science behind the board game.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-30 16:30:00","2016-10-30 16:55:00","Log Scratch parent survey response. Log Level 4 Scratch participants & volunteer attendance.","approved"
"5be93291-77d1-11e6-9181-f23c9191ab2a","2016-10-09 18:00:00","2016-10-09 19:00:00","OC Arts Board Meeting","approved"
"5be93291-77d1-11e6-9181-f23c9191ab2a","2016-10-30 18:00:00","2016-10-30 18:50:00","ocarts mtg 10/30","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-11 05:35:00","2016-10-11 06:40:00","did it work did it did it mom get the camera","rejected"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-10-30 21:00:00","2016-10-30 22:00:00","Board meeting","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-10-30 10:00:00","2016-10-30 12:00:00","Board Meeting","approved"
"5be93291-77d1-11e6-9181-f23c9191ab2a","2016-10-30 18:00:00","2016-10-30 19:00:00","OC Arts Board Meeting ","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-31 03:45:00","2016-10-31 04:30:00","Update trello send out recap email for Oct. Hackathon send events to Ms. Zei upload pics and blurb for mini-hackathon for website and facebook send out nov scratch session constant contact email misc updating.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-28 06:00:00","2016-10-28 06:10:00","Send out scratch volunteer and participant reminder emails tell Jason Yu about the situation with 7th grade lead teachers.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-29 22:45:00","2016-10-30 00:55:00","Scratch Class lv4 (includes setup before class at home)","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-30 06:30:00","2016-10-30 06:40:00","Email Joseph Dong if he is interested in becoming co-director of JCC.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-31 05:00:00","2016-10-31 05:30:00","Update Facebook and website","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-29 00:30:00","2016-10-29 02:45:00","GWC B Mtg 4","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-10-31 03:30:00","2016-10-31 03:55:00","Send out recap email reset scratch forms send out constant contact email to participants update trello etc.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-01 00:00:00","2016-11-01 00:30:00","Email Jerry about teaching reply to Joseph Dong open registration and monitor close registration and email parents that there is a facility conflict post in Slack about facility hours during Thanksgivings coordinate with Ms. Zei new dates for Scratch.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-01 23:30:00","2016-11-02 00:05:00","Call Ms. Zei about facility availability for Scratch coordinate board mtg time edit forms for new dates send out new constant contact email to participants email volunteers about new dates.","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-02 17:15:00","2016-11-02 17:35:00","Review last meeting minutes and determine what should be discussed at 11/6/16 meeting update Agenda in Trello for 11/6/16 meeting.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-02 22:30:00","2016-11-02 23:30:00","Science Fair Mentoring Session at Portola Middle School","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-05 05:55:00","2016-11-05 06:55:00","Make trello board mtg agenda make and set up minutes doc tidy up trello respond to misc emails send out board mtg email send out volunteer confirmation email email waitlist person close wait list registration","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-05 16:15:00","2016-11-05 16:30:00","Update information on Trello for 11/6/16 and 11/13/16 meeting agendas.","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-05 23:00:00","2016-11-05 23:30:00","Create Nov/Dec Sign in sheet. Read trello agenda for board meeting","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-02 22:30:00","2016-11-02 23:30:00","THINK Together @CT with Michelle Xu","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 00:15:00","2016-11-05 03:05:00","Portola Hills Elementary Science Night","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:00:00","2016-11-06 00:00:00","Went early to help set up for Thanksgiving TournamentAMC Table grading room took toys home for Toy Drive","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-06 18:00:00","2016-11-06 19:00:00","AMC 8 Email reminder Creating AMC signs making volunteer reminder list","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:00:00","2016-11-06 00:00:00","Setting up and running Thanksgiving Tournament.","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:00:00","2016-11-06 00:30:00","TGT","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-01 19:00:00","2016-11-01 19:30:00","AG Currie Week 2 dry run","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-06 21:00:00","2016-11-06 22:00:00","Board Meeting. Taking meeting minutes.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-02 22:00:00","2016-11-02 23:30:00","AG Currie Week 2","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-06 21:00:00","2016-11-06 22:00:00","Board Meeting","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-06 21:00:00","2016-11-06 22:00:00","OC Coder Board Mtg","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-06 22:00:00","2016-11-06 22:45:00","Student Council Mtg","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-06 22:00:00","2016-11-06 23:00:00","student council meeting thingy","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-06 22:00:00","2016-11-06 23:00:00","Board Meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 18:20:00","2016-11-06 00:00:00","I volunteered at the Thanksgiving Tournament as a grader","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 00:15:00","2016-11-05 03:00:00","Portola Hills Science Night","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 18:20:00","2016-11-06 00:00:00","Thanksgiving Math Tournament ","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-06 18:45:00","2016-11-06 19:30:00","Trello audit for all MFS organizations and prepre audit result document.","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-06 22:00:00","2016-11-06 22:45:00","MFS Student Council Meeting at Ardent Northwood","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-04 04:15:00","2016-11-04 05:15:00","Final correspondence with Ms. Nigro and Ms. Prasanthi re: Portola Hills Elementary Science Night coordinate with board members re: volunteers for 11/4/16 Portola science night email to recruite more volunteers for 11/4/16 science night reminder and information email to all volunteers for 11/4/16 Portola science night.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 00:15:00","2016-11-05 02:45:00","Volunteer at Portola Hiils Elementary School Science Night as per OCSEF's request.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 16:30:00","2016-11-05 17:15:00","Reivew PVSA hours for OC Science board members approve hours send out comments for hours under evaluation send out reminders for completing approvals.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 17:30:00","2016-11-06 18:30:00","Review Sriram's t-shirt design and email Bezaworks re: t-shirt design for THINK Together mentoring session prepare adgenda for 11/6/16 meeting review status of many OC Science on going projects.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:00:00","2016-11-07 01:00:00","OC Science Board meeting at Ardent Northwood","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-07 04:00:00","2016-11-07 04:15:00","Reminder emails to Alex re: MFS newsletter and to studnet council members re: 2017 Imaginology tentative schedule.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-07 04:45:00","2016-11-07 05:15:00","Email to THINK Together to confirm internet access and composition notebooks for Week 3 mentoring session prepare reminder and info email to all board members and school chapter presidents re: Week 3 mentoring session.","approved"
"5be93291-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:45:00","2016-11-07 00:30:00","OC Arts senior center performance ","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-08 02:45:00","2016-11-08 03:00:00","update website","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-08 03:30:00","2016-11-08 04:00:00","Record 11/5 Scratch attendance t-shirt order Fall Hackathon attendance","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-08 02:30:00","2016-11-08 04:30:00","Figuring out how to create hidden menu items to display news articles and then realizing that that's stupid and it takes unnecessary effort then wasting another hour trying to find an easy simple workaround and then giving up and putting it off for tomorrow","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-10 00:50:00","2016-11-10 01:05:00","Sent an email to Jake Choi regarding Senior Center","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-10 05:05:00","2016-11-10 05:20:00","Review last meeting minutes and determine what should be discussed at 11/13/16 meeting update Agenda in Trello for 11/13/16 meeting.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-09 23:30:00","2016-11-10 00:30:00","Science Fair Mentoring Session at Portola Middle School.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-02 22:15:00","2016-11-02 23:30:00","ThinkTogether Week 2 Mentoring Session","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-03 21:30:00","2016-11-03 22:00:00","Wrote problems for jeopardy","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 00:00:00","2016-11-05 02:40:00","Helped run Portola Hills Science Night","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 20:00:00","2016-11-06 21:00:00","Write jeopardy problems and create solution key","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:00:00","2016-11-07 01:00:00","Board meeting","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-09 23:30:00","2016-11-10 01:00:00","ThinkTogether Week 3 AG Currie","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-11 18:00:00","2016-11-11 18:15:00","Review OC Engineer planning docs for 2017 Imaginology and send out reminder email for other organizations to turn in planning docs.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-11 00:00:00","2016-11-11 00:15:00","Last-minute check on progress for tomorrow's Science Fun Night send out reminders for board members for Science Fun Night","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-11 17:45:00","2016-11-11 18:00:00","Coordination with 3 parents supervisors required for Science Fun Night tonight.","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-11 18:30:00","2016-11-11 21:00:00","AMC 8 Preparation Responding to Emails Completing Items off MrsLi's Check list ordering dinners for proctors","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-11 21:00:00","2016-11-11 22:00:00","Sending out emails to volunteers email for toys purchase approval and making agenda for tomorrow's SAMC meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-08 00:00:00","2016-11-08 00:30:00","updating website with tgt winners 2016","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-11 23:00:00","2016-11-12 00:00:00","making NYI deadline spreadsheet gathering tasks","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-05 00:15:00","2016-11-05 03:00:00","Portola Hills Elementary School Science Night (Shakin earthquakes) represent OCSEF(Orange County Science and Engineering Fair)","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-09 23:30:00","2016-11-10 00:30:00","A.G. Currie Middle School Think Together","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-12 01:30:00","2016-11-12 03:30:00","11/11 Science Fun Night","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:00:00","2016-11-06 23:40:00","OC Science Board Meeting","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-12 06:00:00","2016-11-12 07:00:00","Update MFS December and January events/classes worksheet create Sunday schedule and finalize Saturday schedule for 2017 Imaginology planning.","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-12 01:45:00","2016-11-12 03:45:00","OC Engineering: Building Mouse Trap VehicleHelped student build their very own vehicle and purchased balloons for students","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 18:00:00","2016-11-06 00:10:00","Thanksgiving Tournament--Head Grader","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-06 18:00:00","2016-11-06 20:00:00","PWC meeting--checked over all NYI tests + Countdown round problems","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-11 23:00:00","2016-11-12 00:00:00","PWC at home--checked over all answer keys and problems from TGT so Natalie can post them online for parents who have requested the answers from the tournament.","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-12 01:00:00","2016-11-12 04:00:00","November Science Fun Night","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-12 02:00:00","2016-11-12 03:30:00","Taught rubik's cubes and Compounded","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-04 23:00:00","2016-11-04 23:15:00","picking up OCMC shirts for TGT","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:00:00","2016-11-06 00:30:00","TGT","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-06 21:00:00","2016-11-06 22:00:00","OCMC Board Meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-11 06:30:00","2016-11-11 07:00:00","creating agenda on Trello + sending meeting reminder","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-12 21:05:00","2016-11-12 21:50:00","fixing OCMC inventory ","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-13 16:30:00","2016-11-13 18:15:00","Prepare 11/13/16 meeting agenda planning for OC Science events for the rest of November and December due to no board meetings from 11/14/16 to 12/10/16 (November and December Problem of the Month THINK Together mentoring session 11/30/16 and 12/7/16 OCSEF Youth Leadership Conf 12/3/16 Science Fun Night 12/9/16)","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-09 23:30:00","2016-11-10 00:30:00","AG Currie Week 3","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-08 20:00:00","2016-11-08 20:30:00","AG Currie week 3 dryrun","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:00:00","2016-11-06 23:45:00","OC Science Board meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-12 16:30:00","2016-11-12 20:00:00","samc","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-06 23:00:00","2016-11-07 00:00:00","I attended the OC Science Board Meeting","approved"
"5be93119-77d1-11e6-9181-f23c9191ab2a","2016-11-11 23:30:00","2016-11-12 00:00:00","I completed the physics portion of the Jeopardy","approved"
"0f168aac-b0de-4edf-a065-f5cff0602192","2016-11-11 04:00:00","2016-11-11 07:00:00","Uploading news articles and creating hidden menu items breaking Upcoming Events module","approved"
"5be93291-77d1-11e6-9181-f23c9191ab2a","2016-11-13 20:00:00","2016-11-13 21:00:00","Board Meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 04:00:00","2016-11-05 04:30:00","Printing out mental math relay and making answer key","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-12 01:30:00","2016-11-12 03:30:00","GWC","approved"
"5be92f95-77d1-11e6-9181-f23c9191ab2a","2016-11-12 21:00:00","2016-11-12 23:00:00","GWC","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:00:00","2016-11-06 00:30:00","Thanksgiving Tournament","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-13 17:50:00","2016-11-13 20:20:00","MSMC Lesson 3","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-06 21:00:00","2016-11-06 23:00:00","OCMC board meeting","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-05 17:20:00","2016-11-06 00:05:00","TGT","approved"
"5be9291d-77d1-11e6-9181-f23c9191ab2a","2016-11-10 03:30:00","2016-11-10 05:30:00","Reviewing TGT and making plans for NYI","approved"
